,User-ID,ISBN,Book-Rating
313292,75591,0060392452,10
313294,75591,006091307X,8
313295,75591,0060922532,9
313296,75591,0060923245,10
313299,75591,0060930934,10
313303,75591,0060964049,9
313307,75591,0060976845,7
313309,75591,0064400042,10
313313,75591,0064472795,8
313317,75591,0140071083,10
313318,75591,0140077022,7
313321,75591,0140150749,10
313322,75591,0140179836,7
313324,75591,014023313X,8
313328,75591,0140254587,10
313333,75591,014131088X,7
313352,75591,0312140908,7
313353,75591,0312146310,10
313362,75591,031242227X,9
313365,75591,0316107298,10
313366,75591,0316107352,10
313367,75591,0316107387,10
313368,75591,0316107417,10
313375,75591,0316313068,10
313388,75591,0316779237,8
313390,75591,0316780375,8
313396,75591,0345379330,8
313400,75591,0345438329,9
313403,75591,0374270325,8
313408,75591,0375701214,10
313410,75591,0375705171,9
313411,75591,037570910X,6
313412,75591,0375727132,8
313414,75591,0375727345,6
313419,75591,0380977788,7
313420,75591,0385199570,10
313421,75591,0385260075,10
313422,75591,0385260083,10
313425,75591,0385312377,8
313428,75591,0385314337,9
313430,75591,0385315724,6
313439,75591,0385475713,10
313441,75591,0385479565,8
313443,75591,0385491026,10
313444,75591,0385509510,9
313445,75591,0385720955,8
313447,75591,0385722206,7
313448,75591,0385730586,10
313451,75591,0394820371,7
313461,75591,0399143661,7
313468,75591,0425162443,10
313470,75591,0439064864,10
313472,75591,0440180295,8
313474,75591,0440219248,7
313477,75591,0440226449,6
313487,75591,0440802458,10
313489,75591,0440931800,10
313490,75591,0446391301,10
313491,75591,0446532231,8
313493,75591,0446670251,9
313495,75591,0449907481,10
313496,75591,0449908747,9
313497,75591,0449908798,10
313499,75591,0449910571,9
313500,75591,0449912558,10
313502,75591,0451158717,10
313506,75591,0451166604,10
313511,75591,0451523660,10
313513,75591,0451525663,10
313518,75591,0452269571,9
313527,75591,0452283507,8
313529,75591,0486275639,8
313531,75591,0515090174,8
313532,75591,0515107867,8
313533,75591,0515122408,7
313534,75591,051512463X,7
313535,75591,0515127396,8
313536,75591,0515136557,6
313538,75591,0517122707,10
313545,75591,0525946756,9
313549,75591,0553212540,10
313551,75591,0553268449,8
313552,75591,0553268929,8
313555,75591,0553275976,9
313556,75591,0553278029,7
313557,75591,0553278355,10
313558,75591,0553289691,6
313560,75591,0553574663,5
313564,75591,059035342X,10
313569,75591,0609804138,10
313575,75591,067088300X,9
313577,75591,0670892963,5
313581,75591,0671507036,7
313582,75591,0671510053,9
313583,75591,0671527215,10
313596,75591,0679417796,8
313598,75591,0679429220,10
313606,75591,0679731725,7
313607,75591,0679734775,9
313612,75591,0679742298,9
313613,75591,0679746048,10
313614,75591,0679751602,8
313618,75591,0679781277,9
313620,75591,0684801221,10
313626,75591,0684827107,10
313637,75591,068810312X,8
313650,75591,0743417593,10
313658,75591,0802130208,10
313663,75591,0804111359,10
313666,75591,0805055908,6
313669,75591,087113375X,7
313687,75591,1555837336,10
313698,75591,1573229628,7
313702,75591,1580050158,7
313942,75695,034536676X,9
313943,75695,0375706771,6
313944,75695,0385496095,9
313945,75695,0425168700,9
313946,75695,0446672211,9
313956,75701,0060085444,9
313960,75701,0380814382,6
313966,75701,0451165594,9
313967,75701,0451170725,8
313968,75701,0451207521,9
313969,75701,0452280818,4
313970,75701,051511054X,9
313974,75701,0553569910,8
313978,75701,0743436822,9
314039,75749,0380814021,6
314041,75749,0553208845,7
314042,75749,0553375407,7
314043,75749,0679721037,7
314099,75771,0671642561,3
314112,75777,0151008116,7
314113,75777,0312282990,10
314118,75777,0446670111,8
314119,75777,0449911519,9
314129,75777,0743455967,8
314170,75783,0553212281,8
314196,75787,0440235391,5
314197,75787,0451200152,6
314198,75787,0553578022,8
314200,75787,0671024248,9
314201,75787,0679446486,9
314225,75809,042510107X,5
314226,75809,0425116840,5
314227,75809,0425122123,8
314228,75809,0425150143,5
314229,75809,0425151875,7
314230,75809,0425165566,7
314231,75809,0425180964,5
314232,75809,0486282112,7
314242,75819,0060529148,8
314250,75819,0066214122,10
314255,75819,0312995423,9
314256,75819,0316666343,9
314257,75819,0316769487,2
314260,75819,0345348109,6
314261,75819,0345378482,9
314262,75819,0345395069,8
314263,75819,0374332657,6
314266,75819,0380012863,5
314270,75819,0385424728,5
314271,75819,0385495641,7
314273,75819,038550120X,8
314274,75819,0385504209,10
314275,75819,0385509510,9
314276,75819,0385511612,10
314285,75819,0425133540,8
314287,75819,0439064864,7
314288,75819,0439139597,7
314289,75819,043935806X,10
314290,75819,0440206154,9
314291,75819,0440234743,7
314292,75819,0440236673,9
314295,75819,0446527297,7
314296,75819,044661095X,4
314297,75819,0451191145,10
314298,75819,0451198514,8
314299,75819,0452283442,7
314301,75819,0525947299,9
314303,75819,0553264915,6
314306,75819,0553573926,9
314307,75819,0590353403,9
314309,75819,0671041789,5
314310,75819,0671517635,7
314314,75819,0679444815,10
314315,75819,0679446486,8
314316,75819,0679457526,8
314317,75819,0684852624,8
314322,75819,0684871262,6
314323,75819,0684871270,9
314331,75819,0743204735,8
314332,75819,0743211383,8
314336,75819,0743437810,9
314337,75819,0743486226,10
314339,75819,0767902521,7
314344,75819,0786866020,4
314346,75819,0786868716,6
314347,75819,0786885416,9
314359,75819,0895261901,9
314379,75833,3257232608,10
314445,75852,0345378490,8
314451,75852,0671623249,10
314474,75860,0061032093,8
314512,75860,0312983271,7
314527,75860,0345379365,7
314539,75860,0345453387,6
314603,75860,0373250363,8
314632,75860,0380789035,8
314650,75860,0385315236,8
314651,75860,0385316917,6
314652,75860,0385319002,6
314659,75860,0385504470,9
314696,75860,0440226430,8
314701,75860,0440241162,6
314734,75860,0451186923,7
314754,75860,0517693119,10
314836,75860,0767907817,5
314861,75860,0812533666,10
314876,75860,0894803700,10
314898,75860,1551667223,8
314938,75875,0553581023,8
314939,75875,0553582658,10
315019,75951,0060809833,10
315022,75951,0156907399,9
315023,75951,0316779989,8
315088,75980,0140254544,8
315090,75980,0345381432,7
315091,75980,0373250134,8
315094,75980,0385479484,5
315138,76019,0099845008,6
315139,76019,0140071814,6
315144,76019,0156005891,8
315145,76019,0156030209,9
315152,76019,034529873X,8
315153,76019,0345335082,8
315154,76019,0345335465,8
315155,76019,0345339495,8
315156,76019,0345341678,8
315158,76019,0345362861,8
315159,76019,0345368932,8
315160,76019,0345368991,8
315161,76019,0345369335,8
315162,76019,0345418794,8
315163,76019,0345424603,8
315164,76019,0345434692,8
315166,76019,0345459407,7
315169,76019,0375700757,7
315170,76019,0375708278,8
315178,76019,0590112899,8
315180,76019,0590660543,8
315191,76019,0812510992,8
315193,76019,0886774500,7
315196,76019,1400031362,8
315250,76070,0345353145,10
315252,76070,0425138232,10
315255,76070,0446600709,10
315291,76102,006109157X,7
315292,76102,0061093491,9
315305,76102,0380789019,8
315306,76102,0385486804,10
315309,76102,0425141233,8
315317,76102,0425179885,7
315318,76102,0425182878,8
315324,76102,0451206711,8
315325,76102,0451208811,8
315329,76102,0553153277,8
315330,76102,0553278355,9
315334,76102,0553561618,6
315335,76102,055356451X,6
315341,76102,0671617028,9
315392,76122,0440114330,7
315424,76151,0060514957,10
315425,76151,0066211220,10
315426,76151,0312185863,10
315427,76151,0312203039,10
315428,76151,0312205406,10
315429,76151,0312252617,10
315431,76151,0312265859,10
315432,76151,0312265867,10
315433,76151,0312266804,5
315434,76151,0312284683,10
315435,76151,0312303467,10
315436,76151,0312306326,10
315437,76151,0312971125,10
315438,76151,0312980140,10
315439,76151,0312983743,5
315440,76151,0312983751,5
315441,76151,0316569321,10
315442,76151,0316602051,10
315443,76151,0316603287,10
315444,76151,0316666343,10
315445,76151,0316693324,10
315446,76151,0345423399,10
315448,76151,0345435273,10
315449,76151,0345438825,10
315450,76151,034544356X,10
315451,76151,0345447832,10
315452,76151,0345447859,10
315454,76151,0345452550,3
315482,76151,0380756250,1
315487,76151,0380807122,10
315488,76151,0380819171,10
315490,76151,0385335490,5
315491,76151,038533558X,10
315492,76151,0385484518,10
315493,76151,038550120X,10
315495,76151,0385505833,10
315500,76151,0399147128,10
315501,76151,0399148019,5
315503,76151,0399148248,10
315504,76151,039914840X,10
315505,76151,0399148639,10
315508,76151,0399149848,10
315511,76151,0399151060,10
315512,76151,0425148297,1
315515,76151,0425188361,10
315520,76151,044100069X,10
315521,76151,0441304834,10
315525,76151,0446527041,10
315526,76151,0446527165,10
315528,76151,0515084891,10
315529,76151,051508901X,10
315530,76151,0515090654,10
315531,76151,051509160X,10
315532,76151,0515094773,10
315533,76151,0515102636,10
315534,76151,0515103969,10
315535,76151,0515108030,10
315536,76151,0515112305,2
315537,76151,051511992X,10
315538,76151,051512219X,10
315539,76151,0515129224,10
315540,76151,0515133876,10
315541,76151,0515134449,10
315542,76151,0515134457,10
315543,76151,0515134465,10
315544,76151,0515134473,10
315545,76151,0515134481,10
315546,76151,0515134503,8
315547,76151,0515134511,10
315548,76151,051513452X,10
315554,76151,0553099604,10
315557,76151,0553268880,10
315558,76151,0553283545,10
315559,76151,0553285947,10
315560,76151,0553289322,10
315561,76151,055329315X,10
315562,76151,0553293176,10
315563,76151,0553561537,10
315564,76151,0553565060,10
315566,76151,0553569406,10
315568,76151,0553571834,10
315570,76151,0553571907,10
315571,76151,0553574094,10
315572,76151,0553574108,10
315573,76151,0553574116,10
315577,76151,0553583441,10
315578,76151,0553583468,10
315583,76151,0553802461,5
315584,76151,0553802526,10
315587,76151,0671000853,10
315588,76151,0671002031,10
315590,76151,0671003356,10
315591,76151,0671010085,10
315592,76151,0671010093,10
315593,76151,0671010107,10
315594,76151,067101420X,10
315595,76151,0671014218,10
315596,76151,0671032992,10
315598,76151,0671042556,10
315600,76151,0671525751,8
315601,76151,0671670069,10
315602,76151,067168972X,3
315603,76151,0671702505,10
315604,76151,0671702513,10
315605,76151,0671737600,10
315606,76151,0671737619,10
315607,76151,0671737627,10
315608,76151,0671737635,10
315609,76151,0671737643,10
315610,76151,0671737791,10
315611,76151,0671737805,8
315612,76151,0671737821,10
315613,76151,067173783X,10
315614,76151,0671737848,10
315615,76151,0671742558,10
315617,76151,0671744208,10
315618,76151,0671744216,10
315619,76151,0671744623,10
315620,76151,0671776800,10
315621,76151,0671795538,10
315622,76151,0671870114,10
315625,76151,0671870998,10
315628,76151,067976402X,1
315629,76151,0684196387,10
315630,76151,0684196395,10
315631,76151,0684822652,10
315632,76151,0684835975,5
315633,76151,0684853507,10
315634,76151,0684867621,10
315635,76151,0743206029,5
315637,76151,0743211375,5
315638,76151,0743211383,10
315640,76151,0743245520,10
315641,76151,074324642X,10
315642,76151,0743407075,10
315643,76151,0743437128,10
315644,76151,0743439651,10
315645,76151,0743444264,2
315646,76151,0743446259,10
315647,76151,0743457781,5
315648,76151,0743477081,10
315649,76151,0756401364,10
315651,76151,0778320197,10
315654,76151,1551668653,10
315655,76151,1551669498,2
315656,76151,155166951X,10
315692,76168,006096975X,6
315698,76168,0345342968,7
315700,76168,0345370775,10
315704,76168,0380600129,6
315706,76168,0385474016,7
315716,76168,044023722X,6
315717,76168,0440407079,8
315718,76168,0440445450,8
315719,76168,0440498058,9
315720,76168,0440995779,8
315722,76168,0446608955,8
315730,76168,0553250256,9
315732,76168,0553272586,7
315739,76168,0590466186,8
315744,76168,0671004107,9
315756,76168,067187263X,4
315758,76168,0684801523,8
315778,76173,0061096113,8
315779,76173,0312983832,5
315784,76173,0425147584,7
315786,76173,0425172546,8
315788,76173,0425179230,8
315789,76173,0425180964,8
315790,76173,0425182878,5
315791,76173,0425190919,7
315793,76173,0440217520,5
315794,76173,0440241073,8
315796,76173,0446607657,6
315797,76173,0446611476,6
315798,76173,0446667900,7
315800,76173,0451188454,7
315803,76173,045120915X,7
315806,76173,0515133302,7
315807,76173,0553582143,7
315809,76173,0671026682,7
315835,76218,0425176932,3
315836,76218,0425180050,5
315837,76218,0446359866,8
315838,76218,0446601241,6
315840,76218,0517702967,6
315841,76218,0525940413,5
315842,76218,067102423X,3
315843,76218,0671041789,9
315846,76218,0679419462,8
315854,76223,0028604199,8
315861,76223,0066214122,8
315866,76223,0140241930,7
315870,76223,0140620117,7
315871,76223,0140620222,9
315879,76223,0312305060,8
315884,76223,0345325818,6
315887,76223,0345339681,9
315888,76223,0345350499,10
315890,76223,0345370775,8
315891,76223,0345380371,8
315896,76223,0439064864,7
315897,76223,0439136350,7
315898,76223,0439139600,8
315904,76223,0440206154,7
315909,76223,0441172717,10
315912,76223,0446673544,8
315914,76223,0451167805,6
315917,76223,0451454243,8
315919,76223,0451458621,6
315920,76223,0552137030,9
315924,76223,0553573403,10
315932,76223,0590353403,9
315935,76223,0670880728,8
315936,76223,0679444815,7
315989,76223,0786918071,8
316029,76223,0812511816,9
316030,76223,0812513711,8
316031,76223,0812513738,8
316032,76223,0812513754,8
316033,76223,0812517725,8
316035,76223,0812550285,7
316036,76223,0812550293,7
316037,76223,0812550307,8
316039,76223,081257558X,7
316042,76223,0880381736,9
316043,76223,0880381744,9
316044,76223,0880385359,9
316054,76223,088038901X,9
316055,76223,0880389052,7
316057,76223,0880389206,7
316112,76241,0141007338,8
316115,76241,0380727501,7
316119,76241,0552998834,8
316182,76259,0345380371,7
316185,76259,042510107X,9
316196,76259,0684814994,4
316292,76350,000649840X,7
316298,76350,0140440046,4
316306,76350,0330258648,7
316307,76350,0330332775,1
316312,76350,0552996009,4
316334,76351,038550120X,10
316335,76351,0385503822,10
316336,76351,0385508042,10
316341,76351,0515087947,10
316342,76351,051513287X,10
316344,76351,0553260111,10
316345,76351,0553263226,10
316346,76351,0553265741,10
316348,76351,0553582127,10
316350,76351,060980619X,10
316355,76351,1558745718,10
316356,76351,1558747109,10
316408,76352,0060915544,8
316409,76352,0060917016,8
316410,76352,0060921145,8
316411,76352,0060922532,8
316412,76352,0060934417,6
316719,76352,0345342968,9
316762,76352,0345382846,10
316824,76352,0345447867,5
317068,76352,0380001098,9
317303,76352,0399148728,5
317327,76352,042507160X,9
317910,76352,0446602698,5
318096,76352,0449217264,9
318151,76352,0449243761,8
318671,76352,0553275976,5
318763,76352,0553560735,9
319508,76352,0842329129,8
319582,76352,0886779537,9
319624,76352,1551666022,9
319684,76352,1558743316,9
319686,76352,1558744150,9
319687,76352,155874424X,9
319689,76352,1558744606,9
319690,76352,1558745432,9
319691,76352,1558745718,8
319692,76352,1558746161,9
319693,76352,1558747060,9
319812,76426,0060175869,10
319898,76458,0060175400,4
319903,76458,0375405445,8
319904,76458,0380713802,7
319906,76458,0399149244,8
319914,76458,0684813637,8
319969,76482,015100692X,5
319972,76482,0156628635,5
319973,76482,0156711427,5
319975,76482,0292760280,8
319977,76482,0312195516,5
319982,76482,0312305060,5
319989,76482,0345417623,5
319991,76482,0374100128,5
320013,76482,0425179613,5
320024,76482,0452282152,5
320064,76482,080410753X,5
320081,76482,1558743669,5
320092,76483,0060173289,9
320095,76483,0060391677,9
320120,76483,0316569321,9
320123,76483,0345372050,2
320127,76483,0373250290,8
320140,76483,0385333463,8
320143,76483,0385480334,10
320144,76483,0385484518,10
320146,76483,0394558235,8
320157,76483,0439064872,10
320168,76483,0452282829,9
320173,76483,0553212281,8
320179,76483,0553582526,8
320190,76483,0671880314,10
320193,76483,0679419462,9
320200,76483,0684801221,9
320215,76483,080411109X,10
320223,76483,087542791X,10
320240,76483,1558745718,10
320242,76483,1561797111,9
320247,76483,1573221112,10
320269,76499,0020198817,5
320272,76499,002411510X,10
320277,76499,0060256672,10
320285,76499,0060921056,10
320286,76499,0060921145,5
320288,76499,0060929790,10
320289,76499,0060930187,10
320290,76499,0060931418,10
320291,76499,0060931671,10
320297,76499,0060959355,5
320300,76499,0060973897,5
320301,76499,0060974990,10
320303,76499,0060975768,10
320305,76499,0060976241,10
320313,76499,0064400859,10
320316,76499,006440188X,10
320319,76499,0064405842,10
320321,76499,0064431789,10
320325,76499,0064471861,10
320341,76499,0140042520,10
320342,76499,0140043519,5
320344,76499,014006690X,10
320347,76499,0140071083,10
320366,76499,0140187537,10
320381,76499,0140266771,7
320384,76499,014029628X,10
320386,76499,014034294X,10
320387,76499,0140345353,10
320388,76499,0140361219,10
320389,76499,0140374248,10
320390,76499,0140390030,10
320394,76499,0140390839,10
320410,76499,0140441166,10
320411,76499,0140441204,10
320412,76499,0140441212,10
320419,76499,0140444254,10
320449,76499,0156004801,10
320458,76499,0156439611,10
320459,76499,015644450X,10
320463,76499,0156628708,5
320465,76499,015670160X,5
320466,76499,0156787334,5
320470,76499,0156907399,5
320598,76499,0312278675,10
320601,76499,0316769495,10
320602,76499,0316769509,10
320609,76499,0345323750,10
320611,76499,0345345053,10
320613,76499,034536676X,10
320618,76499,034539044X,10
320621,76499,0345409876,10
320624,76499,0374480095,10
320634,76499,0374525641,10
320639,76499,0375703632,10
320642,76499,0375707166,10
320651,76499,0380012774,10
320652,76499,0380012863,5
320654,76499,0380709589,10
320662,76499,038531387X,10
320670,76499,0385721234,10
320690,76499,0393312836,10
320694,76499,0393316041,10
320739,76499,0394747232,10
320744,76499,0394820371,5
320765,76499,0425184943,4
320773,76499,0440180295,10
320775,76499,0440220424,10
320777,76499,0440236169,10
320779,76499,0440314887,10
320780,76499,0440330076,10
320781,76499,0440407524,7
320783,76499,0440414806,10
320789,76499,0441172717,10
320790,76499,0441627404,10
320793,76499,0446600253,10
320794,76499,0446672351,10
320795,76499,0446673706,10
320797,76499,0449300021,10
320802,76499,0451158717,10
320803,76499,0451160312,5
320808,76499,0451525027,10
320822,76499,0452268060,8
320824,76499,0452269571,5
320875,76499,0553211439,10
320876,76499,0553211447,10
320877,76499,0553211587,10
320880,76499,0553212443,10
320881,76499,0553213423,10
320883,76499,0553213695,10
320886,76499,0553268937,10
320887,76499,0553269631,10
320888,76499,0553274325,10
320889,76499,0553275860,10
320890,76499,0553278223,10
320891,76499,0553294385,10
320892,76499,0553296981,10
320895,76499,0553377884,10
320897,76499,0553560239,10
320899,76499,0553569074,10
320901,76499,0571198775,10
320915,76499,0671004107,10
320917,76499,0671021001,5
320943,76499,0679721819,10
320944,76499,0679722025,10
320947,76499,0679722645,10
320948,76499,0679723110,10
320952,76499,0679723420,10
320957,76499,067972575X,10
320965,76499,0679732764,10
320968,76499,067973743X,10
320976,76499,0679745580,10
320977,76499,0679745653,10
320992,76499,0684801221,10
320995,76499,068482499X,10
320998,76499,0684826976,10
321001,76499,0684833395,10
321002,76499,0684842319,10
321005,76499,0684853949,3
321010,76499,0689817215,10
321044,76499,0763616052,10
321065,76499,0802130208,10
321067,76499,0802131867,10
321068,76499,0802132758,10
321069,76499,0802132952,1
321074,76499,0802138004,10
321126,76499,081120118X,5
321135,76499,0812558626,10
321186,76499,0872860175,10
321276,76499,1583224890,1
321297,76499,8437600685,10
321330,76530,0060392452,10
321332,76530,0060920084,5
321333,76530,0061015725,6
321338,76530,0312282990,9
321345,76530,0316570826,4
321346,76530,0345413873,5
321347,76530,0345434870,4
321349,76530,0345452569,6
321350,76530,0374128715,6
321356,76530,0385509510,8
321357,76530,0399149244,5
321360,76530,0452281768,6
321363,76530,051770739X,5
321364,76530,0553283685,9
321366,76530,055357227X,3
321367,76530,0553572946,7
321369,76530,059035342X,10
321371,76530,0609608444,6
321374,76530,0670891576,10
321375,76530,0679428895,8
321377,76530,0743202988,5
321378,76530,0743243412,8
321379,76530,0767903382,9
321381,76530,0805063897,7
321389,76532,0060916508,8
321397,76532,0142001740,8
321400,76532,0345342569,8
321402,76532,0373250290,7
321410,76532,0425093328,6
321412,76532,0517693119,10
321432,76532,140003180X,7
321470,76575,0330413163,5
321479,76575,8408043641,9
321494,76575,8433969978,8
321515,76575,8478886451,8
321518,76575,8483101610,6
321525,76575,8495618605,9
321526,76575,8497593480,7
321532,76576,0064400050,8
321534,76576,0345272579,10
321535,76576,0345339711,10
321536,76576,0380698714,8
321540,76576,0440220653,6
321542,76576,0440401585,10
321543,76576,0440404193,6
321546,76576,0440952522,10
321548,76576,0451190521,2
321549,76576,0451190548,2
321552,76576,0553263218,2
321553,76576,0553272500,6
321557,76576,0765340054,8
321558,76576,080410526X,10
321564,76576,0916441822,8
321595,76611,0156007754,10
321596,76611,0425163407,8
321599,76611,0671758896,5
321635,76626,0006550681,10
321636,76626,0006550789,8
321652,76626,0060007192,9
321653,76626,0060013125,8
321664,76626,0060924349,5
321669,76626,0060934700,9
321670,76626,0060934719,9
321672,76626,0060958014,8
321675,76626,0061031321,9
321679,76626,0064400557,9
321680,76626,006440188X,10
321683,76626,0064407667,8
321684,76626,0064407675,9
321685,76626,0064407683,7
321686,76626,0064407691,7
321688,76626,0064408639,8
321689,76626,0064408647,7
321690,76626,0064408655,8
321693,76626,0064410129,8
321694,76626,0064410137,9
321695,76626,0064471055,7
321696,76626,0064471063,7
321697,76626,0064471071,8
321698,76626,006447108X,6
321699,76626,0064471098,9
321700,76626,0064471101,9
321707,76626,0091867770,8
321738,76626,0099800403,10
321754,76626,0140019421,8
321765,76626,0140097112,10
321767,76626,0140120831,8
321770,76626,0140124373,6
321771,76626,0140124381,4
321773,76626,0140126716,10
321777,76626,0140143505,9
321799,76626,0140258418,8
321818,76626,0140283706,8
321856,76626,0140430059,8
321857,76626,0140430105,10
321858,76626,0140430148,10
321859,76626,0140430164,8
321861,76626,0140430229,4
321864,76626,0140430725,9
321866,76626,0140430962,9
321876,76626,0140434259,10
321884,76626,0140444416,10
321888,76626,0140445560,10
321892,76626,0140620109,10
321893,76626,0140620117,10
321894,76626,0140620222,10
321898,76626,0140621008,8
321923,76626,0142001805,9
321981,76626,0156001314,9
321986,76626,0156027321,9
321990,76626,0156029065,8
322073,76626,0316290238,7
322076,76626,0316291161,8
322105,76626,0330246631,4
322106,76626,0330258648,10
322108,76626,0330262130,9
322110,76626,0330267388,10
322114,76626,0330294911,8
322115,76626,0330297538,8
322118,76626,0330309552,9
322122,76626,0330319922,3
322127,76626,0330332775,8
322128,76626,0330335278,4
322184,76626,034073356X,9
322185,76626,0340733578,8
322193,76626,0345323750,8
322197,76626,0345371135,6
322203,76626,0349103232,10
322206,76626,0349110859,9
322223,76626,0375703861,8
322234,76626,037582233X,9
322235,76626,0380002930,10
322237,76626,0380715430,10
322241,76626,0380789035,9
322249,76626,038542017X,9
322250,76626,0385482388,7
322259,76626,0385512104,9
322266,76626,0393308804,7
322268,76626,0393315703,10
322277,76626,0395977894,8
322337,76626,043935806X,7
322338,76626,0440206154,5
322341,76626,0440351626,9
322345,76626,0440487617,6
322346,76626,0440498058,10
322354,76626,0446310786,10
322364,76626,0448060043,10
322368,76626,0451526341,10
322369,76626,0451526554,9
322377,76626,0452283442,8
322384,76626,0486275426,9
322405,76626,0552124753,4
322407,76626,0552131059,8
322413,76626,0552134627,7
322414,76626,0552134635,6
322423,76626,0552140287,8
322425,76626,0552142379,8
322426,76626,0552145424,8
322427,76626,055214598X,7
322437,76626,0552998001,8
322440,76626,0552998486,8
322448,76626,0553275976,9
322500,76626,0586090363,10
322503,76626,0590112899,10
322505,76626,0590660543,9
322517,76626,0670032891,10
322536,76626,0679731377,9
322537,76626,0679735909,10
322546,76626,0679879269,10
322554,76626,0689829833,9
322632,76626,0749301384,8
322642,76626,0749391251,9
322643,76626,0749391308,9
322644,76626,0749391685,8
322650,76626,0749397357,9
322651,76626,0749397365,9
322652,76626,0749397543,9
322655,76626,0749399627,9
322660,76626,0751510114,8
322691,76626,0786817070,5
322701,76626,0802135161,9
322719,76626,0836217632,9
322722,76626,0836218655,9
322800,76626,1573229725,9
322826,76626,1853260037,9
322827,76626,1853260207,10
322883,76626,1860461670,9
322885,76626,1860491022,8
323014,76710,0060740450,6
323015,76710,0061014176,8
323018,76710,0061093491,8
323021,76710,0061099805,9
323023,76710,0312265867,7
323024,76710,0312306326,8
323027,76710,031298328X,9
323028,76710,0312983298,9
323035,76710,0399141464,9
323036,76710,0399150897,7
323040,76710,0440215285,7
323045,76710,0446611085,6
323050,76710,0451204115,7
323051,76710,0451205626,9
323052,76710,0451205987,7
323055,76710,0451210158,7
323057,76710,0452281032,9
323062,76710,0515132020,8
323095,76741,0316284955,4
323102,76741,0671567829,8
323106,76741,0679781277,7
323107,76741,0684854759,6
323108,76741,074320395X,7
323109,76741,0743410653,6
323120,76748,0330485385,8
323121,76748,184195392X,10
323126,76748,8420483532,8
323140,76748,8495501074,9
323212,76803,0140185216,7
323215,76803,0156787334,6
323221,76803,0375502238,8
323224,76803,0440220734,8
323225,76803,044023512X,8
323226,76803,0446600474,8
323227,76803,0446607657,8
323231,76803,0452280621,9
323233,76803,0553212478,8
323234,76803,0553289691,9
323235,76803,0671881884,9
323237,76803,0679723056,6
323239,76803,0679746048,8
323262,76815,0061054909,7
323264,76815,0345301110,8
323265,76815,0440123925,9
323266,76815,0440212812,8
323267,76815,0440214920,9
323268,76815,0452266564,8
323274,76818,0060502258,5
323286,76818,0064409422,10
323287,76818,0064471055,10
323292,76818,0140143505,10
323295,76818,0142003727,9
323307,76818,0312971346,8
323309,76818,0312976275,9
323312,76818,0312983867,8
323314,76818,0312990456,7
323315,76818,0316168815,10
323321,76818,0345339681,10
323332,76818,0345438825,9
323373,76818,038533656X,3
323374,76818,0385479565,7
323379,76818,0394800389,10
323380,76818,0395669588,8
323397,76818,0425133516,7
323422,76818,0441172717,8
323423,76818,0441328008,9
323434,76818,0446365386,8
323443,76818,0449208109,9
323446,76818,0449911357,9
323455,76818,0451197399,10
323463,76818,0452268060,9
323480,76818,0553268929,9
323487,76818,0553574574,10
323516,76818,0684803860,9
323526,76818,0765342308,9
323537,76818,0804104549,9
323539,76818,0804106304,10
323550,76818,0812967240,5
323576,76818,1573222038,9
323631,76865,0060987324,8
323633,76865,0451524934,10
323634,76865,0451526341,9
323635,76865,0671874349,8
323657,76873,0553099558,3
323659,76873,0553285653,5
323665,76873,0786861827,9
323666,76873,0802135161,6
323667,76873,0805004610,5
323668,76873,0894803700,3
323678,76888,0060929871,7
323679,76888,0345313860,9
323680,76888,0345337662,8
323681,76888,0345351525,3
323683,76888,034538475X,7
323685,76888,0345409671,9
323686,76888,0345434803,5
323687,76888,0385498721,10
323688,76888,0385504470,9
323689,76888,0385720920,10
323690,76888,0393319296,7
323691,76888,0399501487,6
323692,76888,0451160525,9
323693,76888,0451163524,9
323694,76888,0451173317,9
323695,76888,0451194861,10
323696,76888,0451524934,9
323701,76888,067102423X,7
323703,76888,0743467523,9
323705,76888,0805062971,8
323706,76888,0812521374,9
323796,76942,0312950489,5
323800,76942,0312963009,7
323803,76942,0316569321,6
323815,76942,0345314255,8
323851,76942,0345459407,9
323862,76942,0380603764,6
323876,76942,038081403X,7
323918,76942,0425158632,7
323929,76942,0425179613,6
323930,76942,0425180638,8
323955,76942,0440224624,7
323958,76942,0440235162,6
323963,76942,0440343194,10
323988,76942,0446363170,5
324010,76942,0449002632,8
324021,76942,0449221512,5
324036,76942,0451158237,9
324063,76942,0552137030,9
324078,76942,0553269828,8
324088,76942,0553289411,7
324121,76942,0671708635,7
324122,76942,0671709704,8
324152,76942,080411868X,6
324186,76942,0886775876,8
324219,76957,0140184953,5
324222,76957,0395137195,9
324269,76976,0380811081,7
324273,76976,0671027387,7
324274,76976,0671737627,7
324277,76976,1551667436,8
324325,77039,0312263996,7
324326,77039,0374172897,7
324330,77039,0553293362,8
324334,77039,0805073205,8
324336,77039,1853260614,5
324367,77039,8472236552,8
324408,77045,067173590X,6
324425,77052,0061096105,8
324428,77052,0316666343,9
324429,77052,0316690619,8
324441,77052,0425142868,7
324442,77052,0425162591,7
324464,77052,0671793535,7
324607,77114,8440616368,9
324676,77181,0060934417,8
324679,77181,0060976845,8
324683,77181,0140167153,6
324687,77181,0156453800,10
324691,77181,031242227X,7
324692,77181,0316666343,8
324698,77181,0375725601,7
324702,77181,0385484518,10
324703,77181,0385504209,7
324716,77181,0446670111,9
